locode,locode_alias,name,name_alias,wni_country_code,wni_area_code,latitude,longitude,timezone,has_berth,has_port_forecast
TRIDS,,ICDAS,,,,40.4546,27.1381,Europe/Istanbul,No,No
TRISK,,ISKENDERUN,HATAY,TR,ISK,36.6021,36.1876,Europe/Istanbul,Yes,Yes
TRIST,,ISTANBUL,,TR,IST,41.0039,29.0067,Europe/Istanbul,Yes,Yes
TRIZM,,IZMIR,,TR,IZM,38.4481,27.151,Europe/Istanbul,Yes,Yes
TRIZT,,IZMIT,,TR,IZT,40.7501,29.9181,Europe/Istanbul,Yes,Yes
TRJYN,,YENIKOY,,,,40.7236,29.8811,Europe/Istanbul,No,No
TRMAD,,MARDAS,,,,40.9612,27.9332,Europe/Istanbul,No,No
TRMAR,,MARMARA EREGLISI,,,,40.9759,27.9671,Europe/Istanbul,No,No
TRMER,,MERSIN,,TR,MER,36.7855,34.6436,Europe/Istanbul,Yes,Yes
TRMPT,,MARPORT,,,,40.9625,28.6785,Europe/Istanbul,No,No
TRMRM,,MARMARIS,,,,36.8408,28.2692,Europe/Istanbul,No,No
TRNEM,,NEMRUT BAY,,,,38.7675,26.9246,Europe/Istanbul,No,No
TRSSX,,SAMSUN,,,,41.3078,36.3463,Europe/Istanbul,No,No
TRTEK,,TEKIRDAG,,,,40.961,27.5104,Europe/Istanbul,No,No
TRTUT,,TUTUNCIFTLIK,,,,40.748,29.7516,Europe/Istanbul,No,No
TRYAR,,YARIMCA,,,,40.7638,29.5397,Europe/Istanbul,No,No
TRZON,,ZONGULDAK,,,,41.4577,31.777,Europe/Istanbul,No,No
TTPOS,,PORT OF SPAIN,PORT-OF-SPAIN,,,10.6508,-61.5254,America/Port_of_Spain,No,No
TTPTF,,POINT FORTIN,,,,10.1911,-61.6972,America/Port_of_Spain,No,No
TTPTG,,GALEOTA,,,,10.1353,-61.0058,America/Port_of_Spain,No,No
TTPTP,,POINT A PIERRE,,,,10.316,-61.4755,America/Port_of_Spain,No,No
TTPTS,,POINT LISAS,,TT,PLI,10.3935,-61.5044,America/Port_of_Spain,Yes,Yes
TTTEM,,TEMBLADORA,,,,10.6862,-61.6034,America/Port_of_Spain,No,No
TWAPG,,AN PING,,,,22.9725,120.1705,Asia/Taipei,No,No
TWHOP,,HOPING,,,,24.294,121.7605,Asia/Taipei,No,No
TWHUN,,HUALIEN,,,,23.9709,121.6258,Asia/Taipei,No,No
TWKEL,,KEELUNG,,TW,KEE,25.159,121.754,Asia/Taipei,Yes,Yes
TWKHH,,KAOHSIUNG,,TW,KAO,22.6153,120.2742,Asia/Taipei,Yes,Yes
TWMAL,,MAI-LIAO,,,,23.7762,120.1553,Asia/Taipei,No,No
TWSHL,,SHA LUNG OIL TERMINAL,,,,25.1497,121.1831,Asia/Taipei,No,No
TWSUO,,SUAO,,,,24.5945,121.8805,Asia/Taipei,No,No
TWTPE,,TAIPEI,,TW,TAT,25.1523,121.3549,Asia/Taipei,Yes,Yes
TWTXG,,TAICHUNG,,,,24.2864,120.4875,Asia/Taipei,No,No
TWYAN,,YUNG-AN,,,,22.8254,120.1947,Asia/Taipei,No,No
TZDAR,,DAR ES-SALAAM,,TZ,DES,-6.8304,39.2924,Africa/Dar_es_Salaam,Yes,Yes
TZMYW,,MTWARA,,,,-10.2633,40.1946,Africa/Dar_es_Salaam,No,No
TZTGT,,TANGA,,,,-5.0536,39.1295,Africa/Dar_es_Salaam,No,No
TZZNZ,,ZANZIBAR,,,,-6.1558,39.1875,Africa/Dar_es_Salaam,No,No
UACHE,,CHORNOBYI,,,,51.2838,30.2288,Europe/Zaporozhye,No,No
UADNB,,DNEPRO BUGSKY,,,,46.7576,31.9269,Europe/Kiev,No,No
UAERD,,BERDYANSK,,,,46.7481,36.7815,Europe/Kiev,No,No
UAILY,,ILYICHEVSK,,,,46.3424,30.6468,Europe/Kiev,Yes,No
UAKEH,,KERCH,,,,45.3563,36.4821,Europe/Kiev,No,No
UAMPW,,MARIUPOL,,,,47.0544,37.517,Europe/Zaporozhye,No,No
UAODS,,ODESSA,,UA,ODS,46.4968,30.7498,Europe/Zaporozhye,Yes,Yes
UASVP,,SEVASTOPOL,,,,44.6244,33.4977,Europe/Simferopol,No,No
UAYAL,,YALTA,,,,44.4898,34.1706,Europe/Simferopol,No,No
UAYUZ,,YUZHNYY,,,,46.5911,31.0191,Europe/Kiev,No,No
USAFK,,AFOGNAK,,,,58.0046,-152.772,America/Anchorage,No,No
USAIA,,ALLIANCE,,,,29.6596,-89.9595,America/Chicago,No,No
USALA,,ALBANY,,,,42.6424,-73.748,America/New_York,No,No
USAM4,,ANNAPOLIS,,,,38.9763,-76.4819,America/New_York,No,No
USANC,,ANCHORAGE,,,,61.2253,-149.9103,America/Anchorage,No,No
USAST,,ASTORIA,,,,46.1908,-123.8622,America/Los_Angeles,No,No
USBAL,,BALTIMORE,,US,BALT,39.256,-76.5722,America/New_York,Yes,Yes
USBAY,,BAYONNE,,,,40.6484,-74.0603,America/New_York,No,No
USBCK,,BRUNSWICK,,,,31.1418,-81.4978,America/New_York,No,No
USBCS,,BELLE CHASSE,,,,29.8533,-89.9784,America/Chicago,No,No
USBD5,,BURNSIDE,,,,30.1276,-90.9225,America/Chicago,No,No
USBJX,,BELLINGHAM,,,,48.7478,-122.5021,America/Los_Angeles,No,No
USBNB,,BURNS HARBOR,,,,41.6482,-87.1441,America/Indiana/Indianapolis,No,No
USBNP,,BRAYTON POINT,,,,41.6965,-71.1817,America/New_York,No,No
USBOS,,BOSTON,,,,42.3727,-71.0436,America/New_York,Yes,No
USBPG,,BRIDGEPORT,,,,41.166,-73.1751,America/New_York,No,No
USBPT,,BEAUMONT,,,,30.0773,-94.0856,America/Chicago,No,No
USBRO,,BROWNSVILLE,,,,25.9666,-97.359,America/Chicago,No,No
USBRT,,BRISTOL,,,,40.0382,-74.9886,America/New_York,No,No
USBTR,,BATON ROUGE,,,,30.4787,-91.1972,America/Chicago,No,No
USCEN,,CONVENT,,,,30.0163,-90.8337,America/Chicago,No,No
USCHS,,CHARLESTON,,US,CHA,32.7897,-79.9224,America/New_York,Yes,Yes
USCLM,,PORT ANGELES,,,,48.129,-123.4314,America/Los_Angeles,No,No
USCOB,,COOS BAY,,,,43.3685,-124.2106,America/Los_Angeles,No,No
USCP4,,CHERRYPOINT,,,,48.8248,-122.7167,America/Los_Angeles,No,No
USCP6,,COVE POINT,,,,38.3347,-76.3425,America/New_York,No,No
USCRP,,CORPUS CHRISTI,,,,27.7997,-97.3887,America/Chicago,No,No
USDCI,,DELAWARE CITY,,,,39.5646,-75.5488,America/New_York,No,No
USDNA,,DONALDSONVILLE,,,,30.1061,-90.9605,America/Chicago,No,No
USDUT,,DUTCH HARBOR,,US,DUT,53.8951,-166.5294,America/Anchorage,Yes,Yes
USDVT,,DAVANT,,,,29.621,-89.9046,America/Chicago,No,No
USDVV,,DAVISVILLE,,,,41.6103,-71.4071,America/New_York,No,No
USEBA,,ELBA ISLAND,,,,32.0786,-80.9847,America/New_York,No,No
USEKA,,EUREKA,,,,40.7597,-124.2325,America/Los_Angeles,No,No
USELS,,EL SEGUNDO,,,,33.9748,-118.448,America/Los_Angeles,No,No
USENA,,KENAI,,,,60.548,-151.265,America/Anchorage,No,No
USEWR,,NEWARK,,US,NWK,40.6799,-74.1345,America/New_York,Yes,Yes
USFAH,,FAIRLESS HILLS,,,,40.1277,-74.8211,America/New_York,No,No
USFDT,,FERNDALE,,,,48.8294,-122.7364,America/Los_Angeles,No,No
USGDO,,GOLDEN PASS,,,,29.7676,-93.9247,America/Chicago,No,No
USGGE,,GEORGETOWN,,,,33.3564,-79.2822,America/New_York,No,No
USGHC,,GRAYS HARBOR,,,,46.9112,-124.1028,America/Los_Angeles,No,No
USGHR,,ABERDEEN,,,,46.9589,-123.8447,America/Los_Angeles,No,No
USGLS,,GALVESTON,,,,29.3099,-94.8015,America/Chicago,No,No
USGPK,,GALENA PARK,,,,29.7245,-95.219,America/Chicago,No,No
USGPT,,GULFPORT,,,,30.3504,-89.0845,America/Chicago,No,No
USGSM,,GEISMAR,,,,30.1857,-91.0173,America/Chicago,No,No
USGUM,,GULFMEX,,,,28,-89.5,Etc/GMT+6,No,No
USHEW,,HOPEWELL,,,,37.3077,-77.2609,America/New_York,No,No
USHNL,,HONOLULU,,,,21.3056,-157.8685,Pacific/Honolulu,Yes,No
USHOM,,HOMER,,,,59.6047,-151.4068,America/Anchorage,No,No
USHOU,,HOUSTON,,US,HOU,29.7589,-95.3245,America/Chicago,Yes,Yes
USHPY,,BAYTOWN,,,,29.7269,-95.0216,America/Chicago,No,No
USHR3,,HAMPTON ROADS,,,,36.9612,-76.4239,America/New_York,No,No
USHVN,,NEW HAVEN,,,,41.2887,-72.9114,America/New_York,No,No
USHWI,,HAWK INLET,,,,58.135,-134.7583,America/Juneau,No,No
USHYG,,HYDABURG,,,,55.2031,-132.827,America/Juneau,No,No
USILG,,"WILMINGTON, DE",,,,39.7438,-75.4861,America/New_York,No,No
USILM,,"WILMINGTON, NC",,US,WEL,34.2261,-77.9524,America/New_York,Yes,Yes
USJAX,,JACKSONVILLE,,US,JAX,30.3195,-81.6497,America/New_York,Yes,Yes
USKAM,,KALAMA,,,,46.0245,-122.872,America/Los_Angeles,No,No
USKQA,,AKUTAN,,,,54.1315,-165.7814,America/Anchorage,No,No
USKTN,,KETCHIKAN,,,,55.3416,-131.6527,America/Juneau,No,No
USLAX,,LOS ANGELES,,US,LAX,33.7156,-118.2661,America/Los_Angeles,Yes,Yes
USLCH,,LAKE CHARLES,,,,30.2189,-93.2517,America/Chicago,No,No
USLGB,,LONG BEACH,,US,LBE,33.7157,-118.2632,America/Los_Angeles,Yes,Yes
USLO9,,LOOP TERMINAL,,,,28.8833,-90.0167,America/Chicago,No,No
USLOG,,LONGVIEW,,,,46.1081,-122.9617,America/Los_Angeles,No,No
USMAH,,MARCUS HOOK,,,,39.8012,-75.4079,America/New_York,No,No
USMIA,,MIAMI,,US,MIM,25.7604,-80.126,America/New_York,Yes,Yes
USMKE,,MILWAUKEE,,,,43.0185,-87.8889,America/Chicago,No,No
USMOB,,MOBILE,,US,MOB,30.6967,-88.0363,America/Chicago,Yes,Yes
USMRH,,MOREHEAD CITY,,,,34.6843,-76.6737,America/New_York,No,No
USMSY,,NEW ORLEANS,,US,NOLA,29.9489,-90.0587,America/Chicago,Yes,Yes
USMZL,,MORRISVILLE,,,,40.1756,-74.7349,America/New_York,No,No
USNAX,,BARBERS POINT TERMINAL,,,,21.2922,-158.0973,Pacific/Honolulu,No,No
USNCM,,NORCO,,,,29.9773,-90.3976,America/Chicago,No,No
USNIK,,NIKISKI,,,,60.6786,-151.4101,America/Anchorage,No,No
USNLO,,NEW LONDON,,,,41.3471,-72.0891,America/New_York,No,No
USNNS,,NEWPORT NEWS,,,,36.9695,-76.4354,America/New_York,No,No
USNPK,,"NAPLES, FL",,,,26.0928,-81.8046,America/New_York,Yes,No
USNRO,,MONROE,,,,41.8824,-83.3249,America/New_York,No,No
USNSS,,SABINE PASS,,,,29.7391,-93.8742,America/Chicago,No,No
USNTD,,PORT HUENEME,,,,34.1465,-119.2108,America/Los_Angeles,No,No
USNYC,,NEW YORK,,US,NYK,40.6908,-74.0069,America/New_York,Yes,Yes
USOAK,,OAKLAND,,US,OAK,37.7986,-122.3313,America/Los_Angeles,Yes,Yes
USOCT,,CORPUS CHRISTI LIGHTERING AREA,,,,27.7666,-96.4166,America/Chicago,No,No
USOLM,,OLYMPIA,,,,47.0583,-122.897,America/Los_Angeles,No,No
USORF,,NORFOLK,,US,NOR,36.849,-76.3007,America/New_York,Yes,Yes
USOTS,,ANACORTES,,,,48.5209,-122.6196,America/Los_Angeles,No,No
USPAB,,PALM BEACH,,,,26.7718,-80.0416,America/New_York,No,No
USPAE,,EVERETT,,,,47.9834,-122.2235,America/Los_Angeles,Yes,No
USPAY,,PERTH AMBOY,,,,40.4885,-74.2713,America/New_York,No,No
USPCR,,POINT COMFORT,,,,28.6411,-96.5609,America/Chicago,No,No
USPCV,,PORT CANAVERAL,,,,28.41,-80.5876,America/New_York,No,No
USPDX,,"PORTLAND, OR",,,,45.5358,-122.6794,America/Los_Angeles,No,No
USPEB,,PORT ELIZABETH,,,,40.6696,-74.1351,America/New_York,No,No
USPEF,,PORT EVERGLADES,,US,PEV,26.0936,-80.1119,America/New_York,Yes,Yes
USPFN,,PANAMA CITY,,,,30.1753,-85.7308,America/Chicago,No,No
USPGL,,PASCAGOULA,,,,30.3308,-88.5253,America/Chicago,No,No
USPHL,,PHILADELPHIA,,US,PHL,39.9504,-75.1346,America/New_York,Yes,Yes
USPIE,,ST PETERSBURG,,,,27.7664,-82.6273,America/New_York,No,No
USPLV,,PORT LAVACA,,,,28.6201,-96.6183,America/Chicago,No,No
USPMH,,"PORTSMOUTH, OH",,,,38.726,-82.996,America/New_York,No,No
USPNS,,PENSACOLA,,,,30.3997,-87.2164,America/Chicago,No,No
USPOA,,PORT ARTHUR,,,,29.824,-93.9585,America/Chicago,No,No
USPON,,PORT NECHES,,,,30.0005,-93.9539,America/Chicago,No,No
USPPR,,PROVIDENCE,,,,41.7929,-71.3797,America/New_York,No,No
USPRD,,PORT READING,,,,40.5574,-74.2303,America/New_York,No,No
USPSM,,"PORTSMOUTH, NH",,US,PTS,43.0745,-70.74,America/New_York,Yes,No
USPTM,,"PORTSMOUTH, VA",,,,43.0731,-70.7172,America/New_York,No,No
USPTS,,PITTSBURG,,,,38.043,-121.8866,America/Los_Angeles,No,No
USPWA,,WASHINGTON,,,,38.8781,-77.0272,America/New_York,No,No
USPWM,,"PORTLAND, ME",,,,43.6562,-70.2426,America/New_York,No,No
USPYP,,PINEY POINT,,,,38.1331,-76.5339,America/New_York,No,No
USRDB,,RED DOG,,,,67.5654,-164.0851,America/Nome,No,No
USRHD,,RIVERHEAD,,,,41,-72.65,America/New_York,No,No
USRIC,,RICHMOND,,,,37.9074,-122.3591,America/Los_Angeles,No,No
USRSF,,RESERVE,,,,30.0477,-90.5498,America/Chicago,No,No
USRTI,,MARTINEZ,,,,38.0372,-122.1302,America/Los_Angeles,No,No
USSAB,,SABINE LIGHTERING AREA,,,,28.5833,-93.75,America/Chicago,No,No
USSAC,,SACRAMENTO,,,,38.5826,-121.5078,America/Los_Angeles,No,No
USSAN,,SAN DIEGO,,,,32.7179,-117.1812,America/Los_Angeles,No,No
USSAV,,SAVANNAH,,US,SVA,32.1325,-81.1381,America/New_York,Yes,Yes
USSBM,,SHEBOYGAN,,,,43.7509,-87.6976,America/Chicago,No,No
USSCK,,STOCKTON,,,,37.9533,-121.3005,America/Los_Angeles,No,No
USSDJ,,STAMFORD,,,,41.0147,-73.5365,America/New_York,No,No
USSEA,,SEATTLE,,US,SEA,47.6029,-122.3443,America/Los_Angeles,Yes,Yes
USSFO,,SAN FRANCISCO,,US,SFO,37.7966,-122.384,America/Los_Angeles,Yes,Yes
USSGL,,SAINT GABRIEL,,,,30.2668,-91.1214,America/Chicago,No,No
USSGY,,SKAGWAY,,,,59.4473,-135.3313,America/Juneau,No,No
USSPQ,,"SAN PEDRO, CA",,,,33.7163,-118.2641,America/Los_Angeles,No,No
USSRP,,SEARSPORT,,,,44.4489,-68.9041,America/New_York,No,No
USSW8,,SOUTHWEST PASS,,,,28.2833,-90.55,America/Chicago,No,No
USSWC,,SANDWICH,,,,41.7753,-70.4982,America/New_York,No,No
USSWD,,SEWARD,,,,60.1165,-149.4289,America/Anchorage,No,No
USTFT,,TAFT,,,,29.9971,-90.4585,America/Chicago,No,No
USTIW,,TACOMA,,,,47.272,-122.4319,America/Los_Angeles,Yes,No
USTOL,,TOLEDO,,,,41.6979,-83.4643,America/New_York,No,No
USTPA,,TAMPA,,,,27.9246,-82.4479,America/New_York,No,No
USTXT,,TEXAS CITY,,,,29.374,-94.8875,America/Chicago,No,No
USUFG,,CHESAPEAKE,,,,36.8057,-76.2906,America/New_York,No,No
USVAN,,VANCOUVER,,,,45.6069,-122.6417,America/Los_Angeles,No,No
USVDZ,,VALDEZ,,,,61.1221,-146.3607,America/Anchorage,No,No
USVNT,,VENTURA,,,,34.2471,-119.2701,America/Los_Angeles,No,No
USWTN,,"WILMINGTON, CA",,,,33.7132,-118.2495,America/Los_Angeles,No,No
USXAE,,CAMDEN,,,,39.935,-75.137,America/New_York,No,No
USYCN,,CAMERON,,,,29.7954,-93.3268,America/Chicago,No,No
USYKW,,YORKTOWN,,,,37.2249,-76.4649,America/New_York,No,No
UYFZB,,FRAY BENTOS,,,,-33.1223,-58.3614,America/Montevideo,No,No
UYMVD,,MONTEVIDEO,,UY,MOT,-34.8984,-56.2138,America/Montevideo,Yes,Yes
UYNVP,,NUEVA PALMIRA,,,,-33.8813,-58.4287,America/Montevideo,No,No
UYPDP,,PUNTA DEL ESTE,,,,-34.9589,-54.9503,America/Montevideo,No,No
UYPTP,,PUNTA PEREYRA,,,,-34.2083,-58.0776,America/Montevideo,No,No
VCCRP,,CAMPDEN PAERK,,,,13.1708,-61.249,America/St_Vincent,No,No
VCKTN,,KINGSTOWN,,,,13.138,-61.2219,America/St_Vincent,No,No
VEAMY,,AMUAY BAY,,,,11.7451,-70.2148,America/Caracas,No,No
VEBJV,,BAJO GRANDE,,,,10.4974,-71.6216,America/Caracas,No,No
VEBOC,,BOCA GRANDE,,,,9.9505,-61.5833,America/Caracas,No,No
VECBL,,BOLIVAR,,,,8.15,-63.5419,America/Caracas,No,No
VECUM,,CUMANA,,,,10.4753,-64.1958,America/Caracas,No,No
VEEGU,,EL GUAMACHE,,,,10.8874,-64.0904,America/Caracas,No,No
VEELP,,EL PALITO,,,,10.4972,-68.1261,America/Caracas,No,No
VEETV,,EL TABLAZO,,,,10.7579,-71.5576,America/Caracas,No,No
VEGUA,VEGUB,GUARANAO,GUARANAO BAY,,,11.6699,-70.2266,America/Caracas,No,No
VEGUT,,GUANTA,,VE,GUT,10.253,-64.5949,America/Caracas,Yes,Yes
VEJOT,,JOSE TERMINAL,,,,10.1139,-64.8792,America/Caracas,No,No
VELAG,,LA GUAIRA,,VE,LGU,10.6037,-66.9461,America/Caracas,Yes,Yes
VELCV,,LA CEIBA,,,,9.4545,-71.07,America/Caracas,No,No
VELSV,,LA SALINA,,,,10.3781,-71.4631,America/Caracas,No,No
VEMAR,,MARACAIBO ,,VE,MARB,10.6333,-71.5998,America/Caracas,No,Yes
VEMIV,,PUERTO MIRANDA,,,,10.7455,-71.5594,America/Caracas,No,No
VEPBL,,PUERTO CABELLO,,VE,POC,10.4821,-67.9973,America/Caracas,Yes,Yes
VEPCN,,PUNTA CARDON,,,,11.6542,-70.2299,America/Caracas,No,No
VEPCZ,,PUERTO LA CRUZ,,,,10.2116,-64.6664,America/Caracas,No,No
VEPSU,,PUERTO SUCRE,,,,10.4794,-64.1995,America/Caracas,No,No
VEPZO,,PUERTO ORDAZ,,,,8.3485,-62.7207,America/Caracas,No,No
VGRAD,VGTOV,ROAD TOWN,"TORTOLA,DOG BAY",,,18.4187,-64.6167,America/Caracas,No,No
VICHA,VISTT,CHARLOTTE AMALIE,"ST THOMAS,SAINT THOMAS",,,18.3365,-64.9233,America/St_Thomas,No,No
VICTD,,CHRISTIANSTED,SAINT CROIX,,,17.7474,-64.6995,America/St_Thomas,No,No
VIFRD,,FREDERIKSTED,,,,17.7132,-64.8944,America/St_Thomas,Yes,No
VISTX,,SAINT CROIX,,,,17.6835,-64.7414,America/St_Thomas,No,No
VNBHO,,BACH HO TERMINAL,,,,9.7715,106.6153,Asia/Ho_Chi_Minh,No,No
VNBNO,,BA NGOI,,,,11.8853,109.1583,Asia/Ho_Chi_Minh,No,No
VNCLI,,CAT LAI,,,,10.7547,106.7891,Asia/Ho_Chi_Minh,No,No
VNCLN,,CAI LAN,,VN,CAIL,20.9729,107.0627,Asia/Ho_Chi_Minh,Yes,Yes
VNCMT,,CAI MEP INTERNATIONAL TERMINAL,,,,10.5382,107.0267,Asia/Ho_Chi_Minh,Yes,No
VNCMY,,CHAN MAY,,,,16.3307,108.0146,Asia/Ho_Chi_Minh,No,No
VNCPH,,CAM PHA,,,,20.9909,107.3183,Asia/Ho_Chi_Minh,No,No
VNCRB,,CAM RANH,,,,11.8083,109.2083,Asia/Ho_Chi_Minh,No,No
VNDAD,,DA NANG,,VN,DAN,16.1125,108.2242,Asia/Ho_Chi_Minh,Yes,Yes
VNDMO,,DAM MON,,,,12.6666,109.3979,Asia/Ho_Chi_Minh,No,No
VNDQT,,DUNG QUAT,,,,15.4084,108.7898,Asia/Ho_Chi_Minh,No,No
VNHON,,HONGAI,,,,20.9425,107.0657,Asia/Ho_Chi_Minh,No,No
VNHPH,VNHAP,HAIPHONG,HAI PHONG,VN,HAI,20.8693,106.6892,Asia/Ho_Chi_Minh,Yes,Yes
VNLTH,,LONG THANH,,,,10.6524,107.0143,Asia/Ho_Chi_Minh,No,No
VNNGH,,NGHI SON,,,,19.3455,105.8204,Asia/Ho_Chi_Minh,No,No
VNNHA,,NHATRANG,NHA TRANG,,,12.2016,109.2169,Asia/Ho_Chi_Minh,No,No
VNONB,,NHA BE OIL PORT,,,,10.6487,106.7488,Asia/Ho_Chi_Minh,No,No
VNPHU,,PHU MY,,,,10.5856,107.026,Asia/Ho_Chi_Minh,No,No
VNRDG,,RANG DONG,,,,10.2743,107.0903,Asia/Ho_Chi_Minh,No,No
VNSGN,"VNSGN,VNPHG",HO CHI MINH CITY,"TAN CANG,PHUOC LONG",VN,HCM,10.7597,106.7285,Asia/Ho_Chi_Minh,Yes,Yes
VNSON,,SONG DOC TERMINAL,,,,7.15,104.05,Etc/GMT-8,No,No
VNSTD,,SU TU DEN TERMINAL,,,,10.1667,108.4,Asia/Ho_Chi_Minh,No,No
VNUIH,,QUI NHON,,VN,QUI,13.7687,109.2467,Asia/Ho_Chi_Minh,Yes,Yes
VNVAG,,VUNG ANG,,,,18.1119,106.399,Asia/Ho_Chi_Minh,No,No
VNVCA,,CAN THO,,,,10.0891,105.7343,Asia/Ho_Chi_Minh,No,No
VNVSS,,VINASHIN SHIPYARD,,,,12.4952,109.2758,Asia/Ho_Chi_Minh,No,No
VNVUT,,VUNG TAU,,VN,VGT,10.3875,107.0642,Asia/Ho_Chi_Minh,Yes,Yes
VUSAN,,SANTO,,,,-15.5246,167.1877,Pacific/Efate,No,No
VUVLI,,PORT VILA,,,,-17.7398,168.3053,Pacific/Efate,No,No
WSAPW,,APIA,,,,-13.8254,-171.7628,Pacific/Apia,No,No
YEADE,,ADEN,,,,12.7975,44.991,Asia/Aden,No,No
YEASR,,ASH SHIHR,,,,14.7471,49.6103,Asia/Aden,No,No
YEBLH,,BALHAF,,,,13.9706,48.1914,Asia/Aden,No,No
YEHOD,,HODEIDAH,,,,14.8447,42.9289,Asia/Aden,No,No
YEMOK,,MOKHA,,,,13.3206,43.2329,Asia/Aden,No,No
YERAI,,RAS ISA TERMINAL,,,,15.1167,42.6,Asia/Aden,No,No
YTDZA,,DZAOUDZI,,,,-12.7802,45.258,Indian/Mayotte,No,No
YTLON,,LONGONI,,,,-12.7224,45.1644,Indian/Mayotte,No,No
ZACPT,,CAPE TOWN,,ZA,CPT,-33.9017,18.4357,Africa/Johannesburg,Yes,Yes
ZADUR,,DURBAN,,ZA,DUR,-29.8782,31.0434,Africa/Johannesburg,Yes,Yes
ZAELS,,EAST LONDON,,,,-33.0283,27.9153,Africa/Johannesburg,No,No
ZAMZY,,MOSSEL BAY,,ZA,MSB,-34.1751,22.1458,Africa/Johannesburg,Yes,Yes
ZANGQ,,NGQURA,,,,-33.8023,25.6932,Africa/Johannesburg,No,No
ZAPLZ,,PORT ELIZABETH,,ZA,PEL,-33.9559,25.6422,Africa/Johannesburg,Yes,Yes
ZARCB,,RICHARDS BAY,,,,-28.8011,32.0682,Africa/Johannesburg,Yes,No
ZASDB,,SALDANHA BAY,,,,-33.0246,17.975,Africa/Johannesburg,No,No
ZAZBA,,COEGA,,,,-33.8146,25.6882,Africa/Johannesburg,No,No
